emosi,emosi_positif,emosi_negatif,sumber,rekomendasi
netral,"['gembira', 'bahagia', 'takjub']","['marah', 'takut', 'stress', 'kecewa']",keluarga,Luangkan waktu untuk refleksi diri dan perencanaan bersama keluarga.
netral,"['antusias', 'gembira', 'bahagia', 'takjub']",[],keluarga,Luangkan waktu untuk refleksi diri dan perencanaan bersama keluarga.
netral,"['antusias', 'gembira', 'bahagia', 'takjub']",['marah'],keluarga,Luangkan waktu untuk refleksi diri dan perencanaan bersama keluarga.
netral,"['antusias', 'gembira', 'bahagia', 'takjub']",['takut'],keluarga,Luangkan waktu untuk refleksi diri dan perencanaan bersama keluarga.
netral,"['antusias', 'gembira', 'bahagia', 'takjub']",['stress'],keluarga,Luangkan waktu untuk refleksi diri dan perencanaan bersama keluarga.
netral,"['antusias', 'gembira', 'bahagia', 'takjub']",['kecewa'],keluarga,Luangkan waktu untuk refleksi diri dan perencanaan bersama keluarga.
netral,"['antusias', 'gembira', 'bahagia', 'takjub']","['marah', 'takut']",keluarga,Luangkan waktu untuk refleksi diri dan perencanaan bersama keluarga.
netral,"['antusias', 'gembira', 'bahagia', 'takjub']","['marah', 'stress']",keluarga,Luangkan waktu untuk refleksi diri dan perencanaan bersama keluarga.
netral,"['antusias', 'gembira', 'bahagia', 'takjub']","['marah', 'kecewa']",keluarga,Luangkan waktu untuk refleksi diri dan perencanaan bersama keluarga.
netral,"['antusias', 'gembira', 'bahagia', 'takjub']","['takut', 'stress']",keluarga,Luangkan waktu untuk refleksi diri dan perencanaan bersama keluarga.
netral,"['antusias', 'gembira', 'bahagia', 'takjub']","['takut', 'kecewa']",keluarga,Luangkan waktu untuk refleksi diri dan perencanaan bersama keluarga.
netral,"['antusias', 'gembira', 'bahagia', 'takjub']","['stress', 'kecewa']",keluarga,Luangkan waktu untuk refleksi diri dan perencanaan bersama keluarga.
netral,"['antusias', 'gembira', 'bahagia', 'takjub']","['marah', 'takut', 'stress']",keluarga,Luangkan waktu untuk refleksi diri dan perencanaan bersama keluarga.
netral,"['antusias', 'gembira', 'bahagia', 'takjub']","['marah', 'takut', 'kecewa']",keluarga,Luangkan waktu untuk refleksi diri dan perencanaan bersama keluarga.
netral,"['antusias', 'gembira', 'bahagia', 'takjub']","['marah', 'stress', 'kecewa']",keluarga,Luangkan waktu untuk refleksi diri dan perencanaan bersama keluarga.
netral,"['antusias', 'gembira', 'bahagia', 'takjub']","['takut', 'stress', 'kecewa']",keluarga,Luangkan waktu untuk refleksi diri dan perencanaan bersama keluarga.
netral,"['antusias', 'gembira', 'bahagia', 'takjub']","['marah', 'takut', 'stress', 'kecewa']",keluarga,Luangkan waktu untuk refleksi diri dan perencanaan bersama keluarga.
baik,[],[],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,[],['marah'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,[],['takut'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,[],['stress'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,[],['kecewa'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,[],"['marah', 'takut']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,[],"['marah', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,[],"['marah', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,[],"['takut', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,[],"['takut', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,[],"['stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,[],"['marah', 'takut', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,[],"['marah', 'takut', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,[],"['marah', 'stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,[],"['takut', 'stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,[],"['marah', 'takut', 'stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['antusias'],[],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['antusias'],['marah'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['antusias'],['takut'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['antusias'],['stress'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['antusias'],['kecewa'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['antusias'],"['marah', 'takut']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['antusias'],"['marah', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['antusias'],"['marah', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['antusias'],"['takut', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['antusias'],"['takut', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['antusias'],"['stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['antusias'],"['marah', 'takut', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['antusias'],"['marah', 'takut', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['antusias'],"['marah', 'stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['antusias'],"['takut', 'stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['antusias'],"['marah', 'takut', 'stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['gembira'],[],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['gembira'],['marah'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['gembira'],['takut'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['gembira'],['stress'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['gembira'],['kecewa'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['gembira'],"['marah', 'takut']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['gembira'],"['marah', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['gembira'],"['marah', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['gembira'],"['takut', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['gembira'],"['takut', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['gembira'],"['stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['gembira'],"['marah', 'takut', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['gembira'],"['marah', 'takut', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['gembira'],"['marah', 'stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['gembira'],"['takut', 'stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['gembira'],"['marah', 'takut', 'stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['bahagia'],[],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['bahagia'],['marah'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['bahagia'],['takut'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['bahagia'],['stress'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['bahagia'],['kecewa'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['bahagia'],"['marah', 'takut']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['bahagia'],"['marah', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['bahagia'],"['marah', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['bahagia'],"['takut', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['bahagia'],"['takut', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['bahagia'],"['stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['bahagia'],"['marah', 'takut', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['bahagia'],"['marah', 'takut', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['bahagia'],"['marah', 'stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['bahagia'],"['takut', 'stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['bahagia'],"['marah', 'takut', 'stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['takjub'],[],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['takjub'],['marah'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['takjub'],['takut'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['takjub'],['stress'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['takjub'],['kecewa'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['takjub'],"['marah', 'takut']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['takjub'],"['marah', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['takjub'],"['marah', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['takjub'],"['takut', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['takjub'],"['takut', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['takjub'],"['stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['takjub'],"['marah', 'takut', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['takjub'],"['marah', 'takut', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['takjub'],"['marah', 'stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['takjub'],"['takut', 'stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,['takjub'],"['marah', 'takut', 'stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'gembira']",[],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'gembira']",['marah'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'gembira']",['takut'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'gembira']",['stress'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'gembira']",['kecewa'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'gembira']","['marah', 'takut']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'gembira']","['marah', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'gembira']","['marah', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'gembira']","['takut', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'gembira']","['takut', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'gembira']","['stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'gembira']","['marah', 'takut', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'gembira']","['marah', 'takut', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'gembira']","['marah', 'stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'gembira']","['takut', 'stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'gembira']","['marah', 'takut', 'stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'bahagia']",[],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'bahagia']",['marah'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'bahagia']",['takut'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'bahagia']",['stress'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'bahagia']",['kecewa'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'bahagia']","['marah', 'takut']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'bahagia']","['marah', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'bahagia']","['marah', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'bahagia']","['takut', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'bahagia']","['takut', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'bahagia']","['stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'bahagia']","['marah', 'takut', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'bahagia']","['marah', 'takut', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'bahagia']","['marah', 'stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'bahagia']","['takut', 'stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'bahagia']","['marah', 'takut', 'stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'takjub']",[],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'takjub']",['marah'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'takjub']",['takut'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'takjub']",['stress'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'takjub']",['kecewa'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'takjub']","['marah', 'takut']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'takjub']","['marah', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'takjub']","['marah', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'takjub']","['takut', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'takjub']","['takut', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'takjub']","['stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'takjub']","['marah', 'takut', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'takjub']","['marah', 'takut', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'takjub']","['marah', 'stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'takjub']","['takut', 'stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['antusias', 'takjub']","['marah', 'takut', 'stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['gembira', 'bahagia']",[],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['gembira', 'bahagia']",['marah'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['gembira', 'bahagia']",['takut'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['gembira', 'bahagia']",['stress'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['gembira', 'bahagia']",['kecewa'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['gembira', 'bahagia']","['marah', 'takut']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['gembira', 'bahagia']","['marah', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['gembira', 'bahagia']","['marah', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['gembira', 'bahagia']","['takut', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['gembira', 'bahagia']","['takut', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['gembira', 'bahagia']","['stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['gembira', 'bahagia']","['marah', 'takut', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['gembira', 'bahagia']","['marah', 'takut', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['gembira', 'bahagia']","['marah', 'stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['gembira', 'bahagia']","['takut', 'stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['gembira', 'bahagia']","['marah', 'takut', 'stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['gembira', 'takjub']",[],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['gembira', 'takjub']",['marah'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['gembira', 'takjub']",['takut'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['gembira', 'takjub']",['stress'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['gembira', 'takjub']",['kecewa'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['gembira', 'takjub']","['marah', 'takut']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['gembira', 'takjub']","['marah', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['gembira', 'takjub']","['marah', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['gembira', 'takjub']","['takut', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['gembira', 'takjub']","['takut', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['gembira', 'takjub']","['stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['gembira', 'takjub']","['marah', 'takut', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['gembira', 'takjub']","['marah', 'takut', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['gembira', 'takjub']","['marah', 'stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['gembira', 'takjub']","['takut', 'stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['gembira', 'takjub']","['marah', 'takut', 'stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['bahagia', 'takjub']",[],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['bahagia', 'takjub']",['marah'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['bahagia', 'takjub']",['takut'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['bahagia', 'takjub']",['stress'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['bahagia', 'takjub']",['kecewa'],sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['bahagia', 'takjub']","['marah', 'takut']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['bahagia', 'takjub']","['marah', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['bahagia', 'takjub']","['marah', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['bahagia', 'takjub']","['takut', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['bahagia', 'takjub']","['takut', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['bahagia', 'takjub']","['stress', 'kecewa']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
baik,"['bahagia', 'takjub']","['marah', 'takut', 'stress']",sekolah,Jangan lupa untuk bersyukur atas hal-hal positif yang terjadi di kehidupan sekolahmu.
