No,pesan,label
1132,"""Berlajar prosedur bedah sekalian makan sahur ah *buka youtube* *nonton proses bedah dentoalveolar* *ga sanggup makan* *nutup laptop* """"Udahlah makan aja dulu"""" *makan sambil deg deg an*""",takut
1133,"""Gue kenal org yang lulus lama kenal yg lulus cepet lulus b aja mereka punya waktu dan permasalahan sendiri. Jadi gue gak perlu buru-buru ketika semua yg ada di dalam diri dan di rumah masih messed up. Wol kusut aja masih bisa diusut. KALEM WE ATUH""",senang
1134,"""Yaudah pokoknya makasih kamu udh mau pilih aku jadi kapel kamu makasih udh percaya sayang dan sabar sm aku. Aku sayang sama kamu semoga kita langgeng sampe tgl 25 di bulan2 berikutnya & seterusnya yaa. Maaf aku belom bisa jadi apa yang kamu idamkan but i'll try it""",senang
1135,"""[USERNAME] reply1988, im not robot, fight for my way, its okay thats cinta, goblin itu yg inget kayaknya gua demen mewek terutama drama yg ditinggal meninggal gitu. emang cengeng:')""",sedih
1136,"""Isu Kristenisasi itu sama saja dgn isu kebangkitan PKI. Tanpa data, minim fakta dan bilapun ada tak lebih dari oembingkaian di kuar konteks! Isu yg dibuat untuk membangkitkan hantu demi keuntungan politis dan ekonomis.""",marah
1137,"""Ngeri banget! Nenek ini mendengar ada suara di dalam lantainya dan waktu dibuka bener-bener bikin kaget nenek dan petugas yang membukanya.. [URL]""",takut
1138,[USERNAME] Lah.. hahahaha.. namany villa salse tp dia hotel trs ada warungnya gt menurut aku bagus sih kak nyaman gt trs nanti naik ke atas ada bird park..,senang
1139,"""Kepastian libur krn ikut tanggalan Bank Indonesia. Jd kalo BI libur yaa ikut libur. Kalo dipaksain masuk nanti bingung sendiri kerjanya gimana""",takut
1140,"""The best of """"dongeng sebelum tidur"""" mksh teh. Me purple you. Gbu. Mksh dah bikin kobam n baper malem2. Mksh udh bikin aku cinta lg sm couple ini disaat aku dah mau move on. Mksh dh bikin keinginan punya pacarku muncul lagi. Makasih. May Allah always bless you. Aamiin. [USERNAME] [URL]""",senang
1141,"""Duh...kok sedih yah naikin berat badan susah tp turunnya mudah bgt puasa seminggu turun 6kg lebih apalagi sekarang udah puasa ke20an. Celana melorot semua. Ya Allah doaku semoga abis lebaran nanti aku dikasih gemuk kyk ayam negri ... Aminnn... #RecehkanTwitter #kapangemuk""",sedih
1142,Siapa sih di dunia yg ngga punya hater? Rasul yg mulia aja punya. Budha aja punya. Nabi Isa aja punya. Nah apalagi eloh ama gueh .... ya kaaan,sedih
1143,saya ganteng tidak-suka mati saja kamu,marah
1144,Sedap kali kau ya bobok dikasur ku. Aku tidur kau ikut tidur. Mau jadi apa kau. *Bacanya pake logat mamak dahlia di Keluarga Badak*,marah
1145,"""beli kaos banyak dengan ukuran yg udah downgrade kucariin kok ngga ada ternyata masuk ke lemari Bapak mbak ART ku kayaknya ga notice aku udah kurusan.""",sedih
1146,krn jujur ga lg2 dihina remehin hina sodaraw dari pihak mama gw..ada sepupu setan dengkii smua si lina gw sumpahin segera mampus sok kaya belagu merasa kaya bgt kali norak ga lama lg kebongkar dia tipu2annya mau liatin aja bakal seterusnya sukses dia ahahhah najisin tuh sepupu,marah
1147,"""Bahaha.. dia ke kasir after me. Sambil ngangkat keresek belanjaanku masih sempet liat mas nya nyodorin barang belanjaannya""",senang
1148,"""Bahagia itu dekat seperti I cinta the way you say Good Morning. So seperti I cinta the way you say Good Morning. So say it every single day to me ya.. Cm mau ngingetin jika satu org sdh mulai pudar kepeduliannya jgn pernah takut krna diluar sana akan ada org yg lbh peduli sama km as long as you do something good jg.""",senang
1149,Hidup di jaman Naow ini kalau hanya pengen di panggil Ustadz aja Gampang. Berpakaian Muslim pakai kopyah Putih apalagi bersorban dg Rapih berani bicara dg sedikit menghafal ayat terjemahan sdh di Anggap penceramah dan du sebut ustadz Nggak perlu mondok bertahun2,sedih
1150,Sampai saat seorang teman lelakimu datang kerumah dan meminta izin pada papa untuk mengambilmu darinya. Papa akan sangat berhati-hati memberikan izin karena papa tau bahwa lelaku itulah yang akan menggantikan posisinya nanti.,senang
1151,"""dan dia ngebuntutin gue dong bangke bgt ga sih. gue yg biasa lewat jalan A hrs muter ke jalan B yg lebih jauh. pas gue udah ga liat dia dibelakang gue gara2 gue ngebut tbtb di lampu merah ketemu lagi. lgsg tancap gas lah gila takut bgt bgt bgt""",takut
1152,[USERNAME] [USERNAME] Saya sudah 2 bulan dana mengendap di Bukalapak gara2 di Bekukan ini Bagaimana ??? semua pertanyaan dari pihak Bukalapak dan Bukti2 sudah saya kirim kan Pedagang hanya mengirim barang terhadap pesanan lalu BL membekukan secara se,marah
1153,"""Emak dan anak. Ya beliau adalah wanita hebat pembimbing kita semua di departemen Gawat Darurat. Terima kasih emak ibunya PSC 119 Dinkes Kab Tegal yang sesungguhnya. Proud! Meski sedang mempunyai 1 anak usia sekolah dan satunya toodler beliau tetep stay 24 jam untuk konsulan. [URL]""",senang
1154,"""Alhamdulillah dua hari menembus Rp 100 juta. Terimakasih sahabat semua. Semoga segera terpenuhi targetnya dan Fariz bs segera dioperasi""",senang
1155,"""Tuhaaannnn.... kangen bngt sama dia.... adakah ia jg merindukan q....bulan...terangnya sinarmu mlam ini... bulan..sampaikan salam q pdnya...dia pasti jg melihat kmu disana...bilang sama dia...aku sayang bgt sama cinta bngt sma dia...n aku saangat merindukannya...""",senang
1156,selamat sore raper tampan :),senang
1157,"""Semenjak sama doi. Status ku udah 3 kali dikomen hahaha. Karna sebenarnya ak sama dia jarang ngobrol. Ihh kek ada aja yang baca. Udah ah. Gemesh ngga sabar pengen peluk""",senang
1158,"""Ya terlebih klo denger di sini secara langsung menjengkelkan sekali mana suara speakernya itu grebek melengking mengganggu sih lebih tepatnya itu mah.""",marah
1159,[USERNAME] Selamat Siang Sahabat Pos. Kiriman tsb sudah diterima ya sahabat. Terima kasih telah mempercayakan dan menggunakan layanan kami :) ^FD [URL],senang
1160,"""Kalian kdg ktemu org di socmed yg trnyata temennya si ini gt gak sieh trnyata si ini mantannya si ituatau wah trnyata si ini yg bikin konten yutub ini!! Why why the world is so smoll?!""",senang
1161,Bahahahahajahahhaaa penyakit emanggg udahh wkwkw tahan aja ampe agustus lisa dtg kekokas niatnya liat lisa ngeri ujungnya kemana mana,senang
1162,Untung aja tadi bagi rapot sama orang tua yang bisa diajak sharing dan sepaham jadinya aku aman soal menilai anaknya hehe malah sempet curcol di luar rapotan. Gapapa lah yaaa ku butuh penenang setelah berkutat dgn SOP.,senang
1163,"""kemarin udah beneran giveup sama dasnut. 7materi+soal quiz. cuman belajar quiz dan lainnya cuman sekedar baca dan ga masuk otak. udah beneran cuman modal doapasrah. sampe bener2 pusing karna flu juga. pas dapet soal dan tau soalnya mo nangis.""",sedih
1164,#thanks to mpmhondajatim [USERNAME] [USERNAME] #halalbihalal #jatimotoblog #2018 di #blitar bisa terlaksana tanpa kurang satu apapun... #sugimasihada #blogger #rider #touring [URL],senang
1165,/rlt kalian yang cewe kalo sekelas sama pacar kalian trus lu lagi nyeri dapet pengen dihibur apa gmn? Cewe gue tadi malah gue ajak main onet di hp dia mendem marah kali ya?,takut
1166,jangan pernah menyerah ku kan selalu di sini untuk bersamamu sayang melawan dunia jangan pernah merendah kau tak pernah sendiri kita bersamamu sayang berdarah bersama [URL],senang
1167,"""11.25 Selasa-Juli2018 : Lihat berita para tokoh tokoh elit politik isinya saling klaim konflik beda pendapat lalu menjatuhkan. Macam otak di dengkul aja 2018 masih begitu Jijik gue""",marah
1168,[USERNAME] Gak pernah dan gak akan pernah percaya sama aplikasi macem itu. Kayak yang baca artikel terus dapet duit juga. Itu kita masukin data pribadi dan no. rek juga kan? Bahaya gak sih. Jangan mudah tergiur sama hal-hal gini deh..,takut
1169,Done.. lukisan teakhir dah slese kemaren & sudah di bungkus di bawa pulang.. Smoga berkenan.. like this,senang
1170,"""Mba PPS: """"Tuh pasti ada apa-apa.... mba Ulfa juga pasti ngerasa ini kok ga ada."""" """"....Sebentar sebentar..."""" DIA KENAPA LAGI SIH DARI SENIN GA BERANGKAT :""""( Bikin khawatir aja T.T""",takut
1171,selalu jatuh cinta dengan [USERNAME] paket lengkap seorang Wanita Indonesia yang sangat menginspirasi..,senang
1172,"""Ooh Allah .. Kami hanyalah manusia yang dangkal pemikiran fakir terhadap ilmu sehingga merasa sok tau. Ampuni sikap kami atas setiap kehendak mu sehingga [URL]""",takut
1173,"""Gue buat story di ig ada tulisan """"stay with me"""" sambil pegangan tangan baaahhhh ngga lama kemudian cocot netizen berbondong menyerbu diriku dan mengata ngatai seakan tau segalanya.""",marah
1174,Di ig Post foto mulu dibilang alay Post tulisanku dibilang galau mulu Tapi di save dibikin whatsapp story kalo lagi marahan ama gebetan. Sak ro lalu otw mbalang anda anda. Kalem~,sedih
1175,Kalo lagi sering banget interaksi sama orang rasanya pengen banget ngurung diri sendirian di kamar terus hanyut dalam khayalan. Tapi kalo udah kelamaan sendirian di kamar kok jadi ngerasa sendirian dan gak punya temen.,sedih
1176,"""Temen yg udh lma ngga ketemu terus pada main ke kedai pd bilang lau gemukan bray. Ya gue si ngerasanya gitu ngilangin bosen pas lagi sepi biasanya si gg ngemil tapi minum manis. Sama aje yak... tp pertanyaan itu ujungnya suka gg enak. Makmur ni traktir lah martabak Suek..!""",marah
1177,"""Terkadangg kalo ada yg lapor ke pihak berwajib jawabnya """" alah cm dipegang alah kamu nikmatin kan alah cuma dipanggil salah siapa pakai baju sexy """" please kita punya hak atas diri dan tubuh kita emang kalo situ ngaceng gara2 liat kita pake baju sexy itu salah kita ?""",marah
1178,"""Pagi selalu mengajarkan kita bahwa ada harapan di setiap langkah kehidupan... . . .""",senang
1179,"""Fadli zon yakin """"pada dasarnya tak ada bibit-bibit teroris di Indonesia"""". Yang ada adalah kelompok ngaceng kekuasaan yang selalu jualan ***ga""",marah
1180,"""[USERNAME] [USERNAME] Biar saja mereka asal jangan kita. Naudzubillah berat pertanggung-jawabannya. Yg jelas gelar, tahta, harta, kedudukan / jabatan """"TIDAK DIBAWA MATI"""" semua akan jadi 1 panggilan akhir yg melekat yakni alm. / almh.""",takut
1181,"""Cintailah kekasihmu seperti dia mencintai mu dulu seperti dia mencintai dengan tulus. Seseorang akan setia pada pasangannya karena cinta suami yang begitu besar pada ibu dan kalian berdua.""",senang
1182,Joko Widodo meyakinkan bahwa mereka semua akan menemukan dan melihat sendiri betapa toleransi dan sinergi dapat terjalin di antara masyarakat yang bahkan berbeda keyakinan.#JokowiSekaliLagi,senang
1183,"""Hilma (temen adek) kmrn main k rumah & curhat """"mbak aku kok telat lama yaa pdhl kan ini udh mau lebaran kata tmnku kalo minum sangobion sama vit.B nanti bisa langsung dapet ya?"""" Terus ku blg """"coba aja kali beruntung hil"""" pdhl mbatin 'hmm aku kan jg telat bisa ini dicoba' ?""",takut
1184,[USERNAME] [USERNAME] [USERNAME] [USERNAME] Masalahnya itu uang buat konsumsi buka puasa bareng anak yatim yang harus dibayarkan ke katering ..,marah
1185,"""Cak kalian tengok langit malam ini woi cari bulan. Cantik sekali bulan malam ini besar dan setengah penuh berbinar binar seperti wajahku""",senang
1186,GUE LEMAH SAMA YANG KE-DADDY-AN KAYAK LO BRI. LU BIKIN GUE MAKIN SAYANG TAU GAK KALO GINI CERITANYA. PENGEN MENGHILANG GUE LAH. [URL],senang
1187,"""Apa darenya? """"Kalo ada salah satu yang pergi yg satunya harus bisa bikin dia ga pergi. Kalo nanti udah ga sayang lagi ya gamau tau harus bisa makin sayang. Udah ya habis ini gausah main true sama dare lagi. Bahaya"""" :)""",takut
1188,"""Keambian siang ini buka situs online trading sekuritas. Lihat indeks saham warna warni trus klik-klik cantik bego ke klik tombol buy submit and success.""",senang
1189,"""kalo foto profilku emg vulgar y ok gpp tp fotoku cuman selfie close up gitu seleher doang agak bawah dikit ngg keliatan dadanya sama sekali dan .... w pake kerudung.""",marah
1190,"""senang annyversarry yg pertama kalinya .. Trsrah org mau blng apa aku gk pdli.. Ini yg aku rasain slma 1blan.. Aku cukup bhagia sm km smuanya baik"""" aja jgn ada mslh yy sayang cemburu krna org lain wajarkan.. Dan smg kita juga makin mngrti satu sama lain.""",senang
1191,Dulu kaya hampir setengah jam atau 2*x sesi jelasin org korea kata *Cie*...sampe pake di dramain biat pd nyambung... Akhirnya baru pd ngerti dan nemu padanan kata ke korea.. trus skrg gw yg lupa bhs koreanya cie apa hahahhaa [URL],senang
1192,Menurutmu apakah ketika seseorang selalu muncul dipikiran kita dan selalu terbayang dipikiran kita serta selalu kita bicarakan dan tulis dibuku diary adalah seseorang yang sudah membuat kita jatuh cinta? iyaaa bisa jadi [URL],senang
1193,Cewek bawel karna dia perduli. cewek cemburu karna dia sayang. cewek khawatir karna dia takut kehilangan. bersyukur punya cewek kayak gitu. :),senang
1194,"""sebagai pendukung seseorang saja aku tak lupa ingatan tak cari muka muka kubawa dengan ingatan.. bos hati2 awas didepan ada api atau jurang yg dpt mencelakakan.. Piawai lah melangkah betapa api dn jurang ada jua mabfaat di dalamnya""",marah
1195,"""Intinya ketika kamu yakin semua seleksi bisa kamu lalui di dunia ini ingattt masih ada seleksi alam yg kamu ga tau kapan ujiannya dan itu mudah atau sulit.""",sedih
1196,"""[USERNAME] Terlalu banyak kesalahan yg sdh aku perbuat untuk alm. Hingga menjelang ajalnya pun aku masih membentak dan marah2 pada beliau semoga beliau sudi memaafkan aku""",sedih
1197,yaa pokoknya aku sayang sama kamu serius gabohong. i senang youu xeno,senang
1198,[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Butuh tempat yg nyaman agar supaya betah dan tida berpaling,sedih
1199,"""Saking takutnya sakit yang macam-macam selalu berusaha menghindari konflik dan mencari ketenangan. Tapi sulit sekali ya. Saya jadi takut....""",takut
1200,"""Dan percayalah mimpi itu sangat buruk sampai2 aku terbangun karena terlalu takut. Hal ini sangat aneh karena kejadian seperti ini baru pertama kali terjadi padaku bahkan sudah bertahun-tahun aku tak pernah mengalami mimpi buruk.""",takut
1201,"""[USERNAME] belum lama ini dia bilang kalo dia sedih ngeliat temen-temennya ngalamin masa sulit. Dan bahkan mereka pun ga mau punyagrup chatting karna khawatir kalo ada yg ga bales malah jadi nyakitin perasaan. Se soft itu lho mereka :')""",sedih
1202,"""BGSD GUE NGAKAK MALEM2 NONTON INI ANJIR SERIUS INI QALQALAHNYA MANTEP BANGET ASTAGAAAAAA RECEH BANGET GUAAAA [URL] via [USERNAME]""",senang
1203,oke terima kasih :),senang
1204,"""Hari ini dengan riang gembira aku mulai mencuci celana jeansku yang tidak dicuci selama dua Minggu dengan gerakan sekali bilas. Kamu mau kan Maz terima aku apa adanya. ^_^""",senang
1205,W blg ke bude w bahwa w sangat takut. Lalu diusirlah kucing2 itu. Dan di luar rumah sepupu w sdh siap menggendong si kucing. W hanya bisa nganga dan membatin yaAllah semoga masa depanku tidak hrs berhubungan dgn kucing,takut
1206,Intisarinya: jangan main hp samsek digojek geng. Even udah deket rumah tinggal ngesot. Gila yah. Astagfirullahaladzim orang jaman sekarang tuh ya apa juga dilakuin hik,takut
1207,[USERNAME] Iya kali ya cikk.. Apalagi ky bsk yg mw pemadaman hmm byasanya kan kl dah mepet ga ada air ataupun listrik ke kos elu yaaa huhuuu,sedih
1208,"""Sayang tapi emang Holmes juga akan lebih dapet menit di Suns. Kelebihan Muscala di outside shooting jadi pembeda di sini.""",senang
1209,"""saya selalu menunggu saat pagi dimana manusia itu mengirim pesan singkat yang isinya selalu sama """"hari ini ada PR apa?"""" pada sekitar pukul 07.30. dengan bangganya saya merasa satu-satunya gadis kepercayaan-nya di sekolah terlebih lagi dia sring curht mslh kelurganya.""",senang
1210,sifat kamu itu buruk banget!,marah
1211,Ada untungnya punya adik tuli. Bisa ngobrol bahasa isyarat sama driver grab yg barusan. Mungkin kalau kadang njenengan order grab di sekitaran GOR UNY mungkin bisa ketemu beliau. Kocak orangnya sih. Kalo kalian ngerti.,senang
1212,hanya kamu yang bisa membuat aku jadi tergila membuat aku jatuh cinta karena tak ada yang lain sepertimu,senang
1213,Pernyataan [USERNAME] lansung tuhan bayar tunai.. Terimakasih ya allah yg menguasai aib manusia.. terangkan lah.. terangkanlah.. [URL],senang
1214,"""senang BIRTHDAY WINNIE THE POOHNYA AKU ! MAKIN EMBUL MAKIN CAKEP MAKIN SUKSES PRODUCING LAGU LAGUNYA ! MAKIN SUKSES JUGA DI NYUISTE ! TETEP JADI LIL TIGERNYA senang YG HUMBLE DEMEN MAKAN, GA JAIM, BACOT, SAVAGE TAPI GEMESIN YA ! DAN SAYANG EOMMA KANG DI JEJU ! I LAF YU SO MUCHIE""",senang
1215,Dan twitter pun menjadi pelarian dari sosmed lain karena curhat di sosmed lain ga sebebas curhat di sini.... .... .... .... termasuk saya ahahahahahhaha,senang
1216,"""salah ga sih gue yang abis bayar full poltekkes trus yg gue masukin yang sbm gue takut dihujat macem """"lu ga kesian apa ama adek kelas lo"""" dsb. tapikan ini demi masa depan kan gue punya hak:( takut anjir""",takut
1217,"""Lg rame sexual harassment gara2 via vallen.. Dan bnyk pro dan kontra atas yg dilakukan via. Yg kontra mungkin hrs nonton 13 reason why sih tuh. Dmn udh cerita kmn2 mnta pertolongan tp org2 nganggep hal tsb sepele. Telek.""",marah
1218,[USERNAME] JORR macet total! Dari Pintu Tol Pasar Minggu sampai Jati Asih udah hampir 3 jam! Banyak asongan di tengah jalan. Truk di jalur paling kanan. Bayar tol buat apa ya?! [URL],marah
1219,Orang ruangan pada belanjaaaaa mulu ke mall..akunya ditinggal sendiri. Sobat kismin pura-pura bijak sok mau membelanjakan kepada hal hal berguna. HILIH.,sedih
1220,"""Melihat Fotonya Saja Bikin Ngeri Apalagi Mengalami Sendiri Merinding... Seolah kematian ada di depan mata""",takut
1221,Tapi so far ga ada yg aneh sih Ka malah byk yg support Justru lebih ngeri netizen di IG kayanya wkwk jgn dikunci sayang Ka,takut
1222,"""saya lebih memilih sadar diri dan berpikir kembali ketimbang menyalahkan dirinya. sekedar tau bahwa saya terlalu lama duduk dan menikmati obrolan itu sampai lupa bahwa ada pintu yang menunggu saya untuk lewati kembali setelah datang untuk bertamu",sedih
1223,"""Ini ya [USERNAME] [USERNAME] kalian lucu ya masak pas sy orderada lho stoknya kok bisa2nya skrg bilang ga ada stok..Loreal pun responnya lambat bgt.. sy tanya dr tgl 31 dan bru drespon hari ini itupu krn sy tanya lagi gmn sih kalian ga profesional bgt!!!""",marah
1224,[USERNAME] [USERNAME] Lagu ya? Banyak sih. Tapi aku bener bener suka sama awake karena lagu itu buat aku semangat ngejar mimpiku buat dapet sertifikat bahasa jepang,senang
1225,"""Kayanya gw kalo shopee emang jangan nitip akun orang deh mo irit ongkir apa gmana dulu nitip firsta pesen lenti donghan yg datang boneka pokemon""",sedih
1226,"""Setelah mual2 krn telat bukaaa puasaa Akhirnya nyampe rumah jg setelah ampir 2 jam keliling2 sama abang grab keliling kampung krn dia ga mau lewat tol""",sedih
1227,Kebakaran hutan 2017 terus turun drastis dibandingkan dengan tahun2 sebelumnya. Berkat ketegasan pak [USERNAME] untuk memecat Kapolda dan Pangkodam jika kebakaran hutan berlangsung terus. #2019TetapJokowi #Jokowi_2_Periode #JokowiMembangunIndonesia [URL],senang
1228,"""Wah sekarang udah gak ada tulisan itu ya? Apollo dengan Pollo aja udah berdamai dengan masa lalu tinggal mbanya aja nih yg belum berdamai dengan ... Ah sudahlah haha""",sedih
1229,"""Ini apa gegara thread nya [USERNAME] kmrn2 ttg oldmoney vs OKB ga sih akhirnya #OldMoneyGakNgerasain jd trending topic yaa lumayan jg ya buat #RecehkanTwitter""",senang
1230,"""Jangan sekalikali dah negosiasi sama Sagitarius kolo moody lagi berantakan tolong jangan diganggu dulu. ucapannya lebih menyakitkan.. *manusia*""",sedih
1231,"""Mas Metal program dari [USERNAME] dan [USERNAME] membuat anak muda zaman now menjadi anak muda yang kreatif dan terbuka [USERNAME]""",senang
1232,"""Somi terima oppa apa adanya kok tenang aja :"""") mau alay nge drama jungkir balik juga kalo udah sayang mau gimana :"""""""") """,senang
1233,"""Aku termasuk orang yang tidak habis pikir dengan orang yang menganggap wajar hal tersebut dan justru menyalahkan Via Vallen karena dianggap lebay namanya pelecehan dalam bentuk apapun itu pasti menyakitkan. Tidak peduli jenis pelecehan apa itu.""",marah
1234,"""[USERNAME] Tolong mengerti modal gue tidak sebanyak itu ahaha. Terus kepikiran kata Kak Zha """"saving buat encore di Korea"""". Aku galaoooo T_T""",sedih
1235,"""Ada aja yang nyinyir tentang hijrah """"Kamu hijrah cuma pengen mndapatkan yang baik. Dengan modal dalil yang baik akan di satukan dengan yang baik"""" Hmmm bingung deh sama orang yang sepertinya gk senang melihat orang lain merubah dirinya untuk mnjadi lebih baik """,sedih
1236,"""senang anniversary 15 bulan ya sayang semoga Allah SWT mengasih kita rezeki yg banyak biar kita bisa cepat naik ke pelaminan & menjadi keluarga sakinah mawadah warohmah """,senang
1237,[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Klau Berita Posttingan Si Juned Ini Benar.Trus Yg Mnghadirin Acara Itu Siapa.Mas.Anda Jngn Pura2 ediot.Udh jelas2 Yg Menghadiri Acara itu Para Politikus Pecun,marah
1238,"""[USERNAME] [USERNAME] Di mana menggelikannya? Emang isi kitabnya cuma lempar-lempar koin? Lebih menggelikan yang mana bahwa dinosaurus dan beruang kutub serta kecoa adalah hasil evolusi dari bakteri sel tunggal? """,marah
1239,Tibalah kita Di penghujung persimpangan Di penghujung jalan cinta Kita berdua... Terpaksa ku relakan Tak daya ku halangkan Kerna ku tahu cintamu Bukan lagi milikku...,sedih
1240,Terimakasih Bapak Ibu dari dinas perindustrian & pengusaha spa kalimantan selatan sudah berkunjung ke #putrikedatonspa Semoga dilain kesempatan bisa berkunjung kembali,senang
1241,"""Pelajaran berharga dari perang saudara Palestina dan Israel. Sesama saudara harus saling mengasihi dan menyayangi bukan saling bunuh berkelanjutan provokator pihak ketigalah yang menang bukan kedua belah pihak yang perang yang meraih kemenangan. Atas nama Tuhan mereka perang.""",sedih
1242,"""Kartosoewiryo itu beragama dan mau bunuh Soekarno. Yang bunuh Sayyidina Ali ketika solat subuh itu seorang Hafidz Quran Ibnu Muljam. Sampai disini sudah jelas belum bro? [URL]""",marah
1243,[USERNAME] Selamat Siang Sahabat Pos. Mohon maaf baru dibalas. Kiriman tsb sudah diterima ya sahabat. Terima kasih telah mempercayakan dan menggunakan layanan kami :) ^FD [URL],senang
1244,Tawuran suporter ini nih yg bikin penikmat bola awam macem i takut nonton langsung di stadion.,takut
1245,"""[USERNAME] [USERNAME] Please jangan bawa nama anak muda bro kalau masih debat dg pak [USERNAME] tak pakai data apalagi nyinyir. Serasa generasi milenial kurang literatur.""",marah
1246,Jodoh itu kalau sudah waktunya ya akan ketemu juga. Minggu lalu Bli datang bawain kain. Hari ini Emak pulang membawa kebaya bordir. Yang dikasih kegirangan krn sekarang jadi punya sepasang baju cantik [URL],senang
1247,"""Hari demi hari chatting demi chatting obrolan semakin pendek balas pun semakin lambat. Hingga ketika kamu menghilang tak ada kabar kita akhirnya menjadi orang asing. [URL]""",sedih
1248,"""Ketika jempol imut ini udah ngetik isi hati yang lagi gundah gulana ini sekita mikir untung nya apa ya ngeluarin unek-unek disosmed ada juga semua makhluk sosmed tau aib-aib yang hanya untuk konsumsi sendiri nd malah kita diketawain so mikir"""" lagi """,sedih
1249,"""Pohon plastik tong sampah ndak ada yg menarik perhatianku. Hanya satu perhatianku SAMPAH! Nyari konten status nyinyir tapi gak ada sumbangsih thdp kebersihan. Semudah jari membuat status nyinyir berbanding terbalik dgn niat pada hal yang nyata. Hidup hanya sebatas kuota!""",marah
1250,"""Mama tuh kuat, gak manja, dan gak cengeng. Karna dulunya kurang diurus sama orang tuanya akhirnya sama anak anaknya sekarang perhatian banget. Sayang banget sama mama""",senang
1251,Awalilah pagimu dengan pikiran yang jernih serta positif meraih mimpi. Selamat hari Senin,senang
1252,[USERNAME] #belanjaitugakribet ternyata cm slogan doang.stelah dkomplen ternyata dbatalin sepihak. Dan nama besar itu ndak jaminan keprofesionalan ya..trus nyampein ke pihak official store klo sy yg batalin..pdhl samsek ga sy batalin.jd skrg sy udh tau kal,marah
1253,pantas saja jalan pada ditutup ada syuting di prj,marah
1254,"""Katanya dokter gigi sih klo makan jangan sebelah doang (kiri ajah atau kanan ajah) nanti bisa dislokasi atau apa gitu rahangnya.. tp kan itu menunjukkan ke konsistenan nya diriku pak dok.""",sedih
1255,"""Definitely Caca Kak Ika! Auranya udahlah paling pas. Kualitas aktingnya ga perlu dipertanyakan. Ditambah gatau Caca ini ada apanya tapi akan gemes aja kalo jadi Alex yang galak tapi penyayang tapi cantik tapi sibuk tapi masih sanggup menghadapinya""",senang
1256,"""Icut skip-skip LAH KOK MAKIN SEREM GELAAAA Masih ingat malam itu abis jejeritan langsung lompat ke luar ke kamar Umi minta tidur sama Umi""",takut
1257,"""Yaelahh ente pasti dr partai sapi ? Kurang kelon ente ? Junjungan ente kaga punya nyali kalah sama Ahok berani hadapi kasus. Lebaran Telah Tiba Jik Pulanglah... atau kaga ada peler""",marah
1258,Kenapa ya lg parnoan. Aku udh gede. Masih aja halu halu takut sitin gitu. Kebayang bayang. Td beraniin ke kmrn mandi dlm keadaan w lg halangan sambil bayangin si serem. Ada bunyi gue asli lemes sampe merinding bgt pdhl bukan yg aneh aneh n lngsng ngibrit,takut
1259,"""tapi tidak saya malah lebih memilih bercerita baru dan lebih banyak namun waktu mengizinkan saya untuk tau sampai mana tinta itu habis dan sampai mana buku itu akan ditutup kembali. tepat beberapa hari lalu buku itu harus ditutup dan saya harus bergegas pamit.""",sedih
1260,"""Setelah lebih dari 100 purnama menunggu. Kerja keras insan TVRI untuk lepas dari opini disclaimer terjawab sudah. Semangat menuju WTP tahun depan. Insya Allah.""",senang
1261,oh yang sabar ya:) video anime2 saya ran :'( banyak sangat yang ke apus :'( :'( :'(,sedih
1262,Ko si drummer ini lucu sih mukanya. Kek tengil tapi ngegemesin. Terus mulai dibiasin. *sereceh itu gue punya bias.,senang
1263,Tungkai itu gemetaran bukan main. Duduk hati-hati jangan sampai peluh berjatuhan. Berhadapan dengan atasan satu kelompok mafia buat dia hampir gila.,takut
1264,"""kamu lewat sedetik aja fokus aku langsung hilang bikin sakit perut kepala pusing juga. inituh gejala jatuh cinta""",senang
1265,"""dan bilang kamis itu dihadapan teman2 kerja tadi pagi pas lagi apel ketegangan jadi ngakak gara2 ngengeblengan seorang pegawai yg mau mimpin yelyel.. diajak intermezo dulu.. padahal malunya itu lho""",sedih
1266,"""Terkejut diri ini kan. Lalu perut ku kruyukan akhirnya ku putuskan utk searching dimane foodcourt nya. Eh pas searching no signal breh. Tri ku di thamrin dan tanabang tidak berfungsi samsek.""",sedih
1267,"""Lokasi kamar: di lantai 3 paling hujuuung. Protes: BERISIK BANGET ANJIR DI BAWAH SANA DEPAN KOST-AN MASIH ADA YANG ULANG TAHUNNYA DISIRAM-SIRAM!!!""",marah
1268,"""[USERNAME] Not only educated...tapi jd lah seorang isteri yg mampu menjadi sahabat baik kekasih dan juga isteri yg baik terhadap suami. In Shaa Allah...niat Nuhaa yg baik tu akan dapat petunjuk dr Allah swt.""",senang
1269,"""web permata krg profesional. Ada program cashback 10rb token pln waktu di klik info masuknya ke program paket kuota data. Piye iki?""",marah
1270,Aku rela pergi pagi untuk menemui mu Aku rela pulang malam untuk menemani mu Jangan tanya alasannya semua datang tiba tiba Kita jalani saja Yang penting sayang Aku selalu ada untukmu Tak perlu lagi kau ragu Yang penting sayang cinta ku hanya untukmu (BIARINE-Yang Penting Jalan) [URL],senang
