pattern,tag,response,,,,,
Dimana kamu?,location,Di mana-mana,,,,,
Dimana kamu?,location,Di suatu tempat dalam alam semesta,,,,,
Dimana kamu tinggal?,location,"Heh, saya tinggal di dalam komputermu",,,,,
Dimana kamu tinggal?,location,Di mana-mana,,,,,
Dimana kamu tinggal?,location,Di suatu tempat dalam alam semesta,,,,,
Apa lokasimu?,location,"Heh, saya tinggal di dalam komputermu",,,,,
Apa lokasimu?,location,Di mana-mana,,,,,
Apa lokasimu?,location,Di suatu tempat dalam alam semesta,,,,,
Saya ingin membicarakan hal lain,something-else,Oke tentu. Apa yang ingin kamu bicarakan?,,,,,
Saya ingin membicarakan hal lain,something-else,"Baik, tidak masalah. Apakah ada sesuatu yang ingin kamu bicarakan?",,,,,
Saya ingin membicarakan hal lain,something-else,Apakah ada sesuatu yang lain yang ingin kamu bicarakan?,,,,,
Mari kita bicarakan sesuatu yang lain.,something-else,Oke tentu. Apa yang ingin kamu bicarakan?,,,,,
Mari kita bicarakan sesuatu yang lain.,something-else,"Baik, tidak masalah. Apakah ada sesuatu yang ingin kamu bicarakan?",,,,,
Mari kita bicarakan sesuatu yang lain.,something-else,Apakah ada sesuatu yang lain yang ingin kamu bicarakan?,,,,,
Bisa kita tidak membicarakan hal ini?,something-else,Oke tentu. Apa yang ingin kamu bicarakan?,,,,,
Bisa kita tidak membicarakan hal ini?,something-else,"Baik, tidak masalah. Apakah ada sesuatu yang ingin kamu bicarakan?",,,,,
Bisa kita tidak membicarakan hal ini?,something-else,Apakah ada sesuatu yang lain yang ingin kamu bicarakan?,,,,,
Saya tidak memiliki teman,something-else,Saya turut prihatin mendengarnya. Tahu saja bahwa saya ada di sini untukmu. Bicara tentang hal itu mungkin bisa membantu. Mengapa kamu berpikir bahwa kamu tidak memiliki teman?,,,,,
Boleh saya bertanya sesuatu?,something-else,Tentu. Saya akan mencoba yang terbaik untuk menjawabmu.,,,,,
Mungkin karena ujianku mendekat. Saya merasa stres karena merasa tidak cukup siap.,something-else,Saya mengerti. Apakah kamu telah mengambil langkah-langkah untuk tidak merasa seperti ini?,,,,,
Mungkin karena ujianku,friends,Saya mengerti. Apakah kamu telah mengambil langkah-langkah untuk tidak merasa seperti ini?,,,,,
Bisa saya tanya sesuatu?,ask,Tentu. Saya akan mencoba yang terbaik untuk menjawabmu.,,,,,
Kemungkinan karena ujianku akan segera datang. Saya merasa stres karena...,ask,Saya mengerti. Sudahkah kamu mengambil pendekatan agar tidak merasa seperti ini?,,,,,
Saya kira tidak. Yang bisa saya pikirkan hanyalah ujian saya.,problem,Tidak masalah. Saya bisa memahami mengapa kamu merasa stres tentang itu. Saya bisa memberikan tips untuk membantu. Apakah kamu ingin belajar lebih lanjut tentang itu?,,,,,
"Oke, tentu. Saya ingin belajar lebih tentang hal itu.",problem,"Pertama, saya sarankan Anda untuk memberi diri Anda istirahat. Berpikir terus menerus tentang masalah tidak akan membantu dalam memecahkannya. Anda akan hanya akan membuat diri Anda semakin terbebani.",,,,,
"Ya, saya ingin belajar lebih tentang itu.",no-approach,"Pertama, saya sarankan Anda untuk memberi diri Anda istirahat. Berpikir terus menerus tentang masalah tidak akan membantu dalam memecahkannya. Anda akan hanya akan membuat diri Anda semakin terbebani.",,,,,
Saya ingin belajar lebih tentang itu.,no-approach,"Pertama, saya sarankan Anda untuk memberi diri Anda istirahat. Berpikir terus menerus tentang masalah tidak akan membantu dalam memecahkannya. Anda akan hanya akan membuat diri Anda semakin terbebani.",,,,,
"Ya, Anda benar. Saya layak mendapat istirahat.",no-approach,"Selanjutnya, saya sarankan Anda untuk berlatih meditasi. Meditasi dapat menciptakan keadaan relaksasi yang mendalam dan pikiran yang tenang.",,,,,
"Ya, Anda benar sekali tentang itu.",learn-more,"Selanjutnya, saya sarankan Anda untuk berlatih meditasi. Meditasi dapat menciptakan keadaan relaksasi yang mendalam dan pikiran yang tenang.",,,,,
"Hmmm, itu terdengar seperti hal yang berguna bagi saya.",learn-more,"Fokuskan seluruh perhatian Anda pada pernapasan. Konsentrasikan perasaan dan dengarkan saat Anda menghirup dan menghembuskan napas melalui hidung Anda. Bernapaslah dengan dalam dan perlahan. Saat perhatian Anda tersesat, kembalikan perhatian Anda dengan lembut pada pernapasan Anda.",,,,,
Itu terdengar berguna.,learn-more,"Fokuskan seluruh perhatian Anda pada pernapasan. Konsentrasikan perasaan dan dengarkan saat Anda menghirup dan menghembuskan napas melalui hidung Anda. Bernapaslah dengan dalam dan perlahan. Saat perhatian Anda tersesat, kembalikan perhatian Anda dengan lembut pada pernapasan Anda.",,,,,
Saya melakukan apa yang Anda katakan dan saya merasa jauh lebih baik. Terima kasih banyak.,user-agree,"Sama-sama. Ingatlah: Selalu fokus pada apa yang dalam kendali Anda. Ketika Anda merasa khawatir, luangkan waktu sejenak untuk memeriksa hal-hal yang bisa Anda kendalikan. Anda tidak bisa mencegah badai datang, tetapi Anda bisa mempersiapkannya. Anda tidak bisa mengendalikan bagaimana orang lain bertindak, tetapi Anda bisa mengendalikan bagaimana Anda bereaksi. Sadarilah bahwa kadang-kadang, yang dapat Anda kendalikan hanyalah usaha dan sikap Anda. Ketika Anda mengarahkan energi Anda pada hal-hal yang bisa Anda kendalikan, Anda akan jauh lebih efektif.",,,,,
Sekarang saya merasa lebih baik.,user-agree,"Sama-sama. Ingatlah: Selalu fokus pada apa yang dalam kendali Anda. Ketika Anda merasa khawatir, luangkan waktu sejenak untuk memeriksa hal-hal yang bisa Anda kendalikan. Anda tidak bisa mencegah badai datang, tetapi Anda bisa mempersiapkannya. Anda tidak bisa mengendalikan bagaimana orang lain bertindak, tetapi Anda bisa mengendalikan bagaimana Anda bereaksi. Sadarilah bahwa kadang-kadang, yang dapat Anda kendalikan hanyalah usaha dan sikap Anda. Ketika Anda mengarahkan energi Anda pada hal-hal yang bisa Anda kendalikan, Anda akan jauh lebih efektif.",,,,,
Terima kasih banyak lagi. Saya akan terus berlatih meditasi dan fokus pada hal yang bisa saya kendalikan.,meditation,Senang Anda menemukan ini bermanfaat. Apakah ada yang lain yang bisa saya bantu?,,,,,
Saya ingin beberapa saran.,meditation,Tentu. Apa yang bisa saya lakukan untuk membantu?,,,,,
Saya ingin beberapa saran.,user-meditation,"Oke, tentang apa Anda butuhkan saran?",,,,,
Saya membutuhkan beberapa saran.,user-meditation,Tentu. Apa yang bisa saya lakukan untuk membantu?,,,,,
Saya membutuhkan beberapa saran.,pandora-useful,"Oke, tentang apa Anda butuhkan saran?",,,,,
Saya membutuhkan saran tentang sesuatu.,user-advice,Tentu. Apa yang bisa saya lakukan untuk membantu?,,,,,
Saya membutuhkan saran tentang sesuatu.,user-advice,"Oke, tentang apa Anda butuhkan saran?",,,,,
Saya ingin belajar tentang kesehatan mental.,user-advice,"Oh, itu sangat bagus. Saya siap menjawab apapun yang saya ketahui tentang hal itu.",,,,,
Saya ingin belajar lebih tentang kesehatan mental.,user-advice,"Oh, itu sangat bagus. Saya siap menjawab apapun yang saya ketahui tentang hal itu.",,,,,
Saya tertarik untuk belajar tentang kesehatan mental.,user-advice,"Oh, itu sangat bagus. Saya siap menjawab apapun yang saya ketahui tentang hal itu.",,,,,
Beri saya fakta tentang kesehatan mental.,user-advice,"Menurut laporan UNICEF, satu dari tujuh orang India antara usia 15-24 tahun merasa depresi.",,,,,
Beri saya fakta tentang kesehatan mental.,learn-mental-health,1 dari 5 orang muda (usia 13-18 tahun) memiliki atau akan mengembangkan gangguan mental sepanjang hidupnya.,,,,,
Beri saya fakta tentang kesehatan mental.,learn-mental-health,Depresi adalah penyebab utama kecacatan di seluruh dunia.,,,,,
Beri saya fakta lain tentang kesehatan mental.,learn-mental-health,"Menurut laporan UNICEF, satu dari tujuh orang India antara usia 15-24 tahun merasa depresi.",,,,,
Beri saya fakta lain tentang kesehatan mental.,mental-health-fact,1 dari 5 orang muda (usia 13-18 tahun) memiliki atau akan mengembangkan gangguan mental sepanjang hidupnya.,,,,,
Beri saya fakta lain tentang kesehatan mental.,mental-health-fact,Depresi adalah penyebab utama kecacatan di seluruh dunia.,,,,,
Apa itu kesehatan mental?,mental-health-fact,"Kesehatan mental adalah keadaan kesejahteraan di mana individu menyadari kemampuannya sendiri, dapat mengatasi stres normal dalam kehidupan, dapat bekerja secara produktif dan berkontribusi pada masyarakatnya.",,,,,
Apa itu kesehatan mental?,mental-health-fact,"Kesehatan mental meliputi kesejahteraan emosional, psikologis, dan sosial kita. Hal ini memengaruhi bagaimana kita berpikir, merasa, dan bertindak. Ini juga membantu menentukan bagaimana kita menangani stres, berhubungan dengan orang lain, dan membuat pilihan.",,,,,
Definisikan Kesehatan Mental.,mental-health-fact,"Kesehatan mental adalah keadaan kesejahteraan di mana individu menyadari kemampuannya sendiri, dapat mengatasi stres normal dalam kehidupan, dapat bekerja secara produktif dan berkontribusi pada masyarakatnya.",,,,,
Definisikan Kesehatan Mental.,mental-health-fact,"Kesehatan mental meliputi kesejahteraan emosional, psikologis, dan sosial kita. Hal ini memengaruhi bagaimana kita berpikir, merasa, dan bertindak. Ini juga membantu menentukan bagaimana kita menangani stres, berhubungan dengan orang lain, dan membuat pilihan.",,,,,
Apa itu kesehatan mental?,fact-1,"Kesehatan mental adalah sebuah keadaan kesejahteraan di mana individu menyadari kemampuan-kemampuannya, mampu mengatasi stres-stres normal kehidupan, dapat bekerja secara produktif dan berbuah, serta mampu memberikan kontribusi pada masyarakatnya.",,,,,
Apa itu kesehatan mental?,fact-1,"Kesehatan mental melibatkan kesejahteraan emosional, psikologis, dan sosial kita. Ini memengaruhi cara kita berpikir, merasakan, dan bertindak. Ini juga membantu menentukan bagaimana kita menghadapi stres, berhubungan dengan orang lain, dan membuat pilihan.",,,,,
Definisikan Kesehatan Mental,fact-1,"Kesehatan mental adalah sebuah keadaan kesejahteraan di mana individu menyadari kemampuan-kemampuannya, mampu mengatasi stres-stres normal kehidupan, dapat bekerja secara produktif dan berbuah, serta mampu memberikan kontribusi pada masyarakatnya.",,,,,
Definisikan Kesehatan Mental,fact-1,"Kesehatan mental mencakup kesejahteraan emosional, psikologis, dan sosial kita. Hal ini memengaruhi cara kita berpikir, merasakan, dan bertindak. Ini juga membantu menentukan bagaimana kita mengatasi stres, berhubungan dengan orang lain, dan membuat pilihan.",,,,,
Mengapa kesehatan mental penting?,fact-2,"Menjaga kesehatan mental sangat penting untuk menstabilkan perilaku, emosi, dan pikiran yang konstruktif. Memfokuskan perawatan kesehatan mental dapat meningkatkan produktivitas, meningkatkan citra diri, dan meningkatkan hubungan.",,,,,
Apa pentingnya kesehatan mental?,fact-2,"Menjaga kesehatan mental sangat penting untuk menstabilkan perilaku, emosi, dan pikiran yang konstruktif. Memfokuskan perawatan kesehatan mental dapat meningkatkan produktivitas, meningkatkan citra diri, dan meningkatkan hubungan.",,,,,
Apa itu Depresi?,fact-3,"Gangguan kesehatan mental yang ditandai oleh suasana hati yang terus-menerus sedih atau kehilangan minat pada aktivitas, menyebabkan gangguan signifikan dalam kehidupan sehari-hari.",,,,,
Definisikan Depresi,fact-3,"Gangguan kesehatan mental yang ditandai oleh suasana hati yang terus-menerus sedih atau kehilangan minat pada aktivitas, menyebabkan gangguan signifikan dalam kehidupan sehari-hari.",,,,,
Bagaimana saya tahu jika saya mengalami Depresi?,fact-5,"Untuk diagnosis depresi, seseorang perlu mengalami suasana hati rendah atau kehilangan minat atau kesenangan dalam hidup selama setidaknya 2 minggu. Selain itu, mereka akan mengalami gejala berikut: perasaan sedih, putus asa, atau mudah tersinggung hampir setiap hari.",,,,,
Apakah saya depresi?,fact-5,"Untuk diagnosis depresi, seseorang perlu mengalami suasana hati rendah atau kehilangan minat atau kesenangan dalam hidup selama setidaknya 2 minggu. Selain itu, mereka akan mengalami gejala berikut: perasaan sedih, putus asa, atau mudah tersinggung hampir setiap hari.",,,,,
Apakah saya menderita depresi?,fact-5,"Untuk diagnosis depresi, seseorang perlu mengalami suasana hati rendah atau kehilangan minat atau kesenangan dalam hidup selama setidaknya 2 minggu. Selain itu, mereka akan mengalami gejala berikut: perasaan sedih, putus asa, atau mudah tersinggung hampir setiap hari.",,,,,
Apakah saya mengalami gangguan mental?,fact-5,"Untuk diagnosis depresi, seseorang perlu mengalami suasana hati rendah atau kehilangan minat atau kesenangan dalam hidup selama setidaknya 2 minggu. Selain itu, mereka akan mengalami gejala berikut: perasaan sedih, putus asa, atau mudah tersinggung hampir setiap hari.",,,,,
Apa itu seorang terapis?,fact-6,"Terapis adalah istilah umum yang merujuk pada para profesional yang terlatih untuk memberikan pengobatan dan rehabilitasi. Istilah ini sering diterapkan pada psikolog, tetapi dapat mencakup orang lain yang menyediakan berbagai layanan, termasuk pekerja sosial, konselor, pelatih hidup, dan lain-lain.",,,,,
Apa yang dilakukan seorang terapis?,fact-6,"Terapis adalah istilah umum yang merujuk pada para profesional yang terlatih untuk memberikan pengobatan dan rehabilitasi. Istilah ini sering diterapkan pada psikolog, tetapi dapat mencakup orang lain yang menyediakan berbagai layanan, termasuk pekerja sosial, konselor, pelatih hidup, dan lain-lain.",,,,,
Apa itu terapi?,fact-7,Terapi adalah bentuk pengobatan yang bertujuan membantu menyelesaikan masalah mental atau emosional. Ini berguna bagi mereka dengan kondisi kesehatan mental atau bahkan tantangan kehidupan sehari-hari.,,,,,
Apakah saya memerlukan terapi?,fact-7,Terapi adalah bentuk pengobatan yang bertujuan membantu menyelesaikan masalah mental atau emosional. Ini berguna bagi mereka dengan kondisi kesehatan mental atau bahkan tantangan kehidupan sehari-hari.,,,,,
Untuk siapa terapi ini?,fact-7,Terapi adalah bentuk pengobatan yang bertujuan membantu menyelesaikan masalah mental atau emosional. Ini berguna bagi mereka dengan kondisi kesehatan mental atau bahkan tantangan kehidupan sehari-hari.,,,,,
Apa artinya memiliki gangguan mental?,fact-7,"Gangguan mental adalah kondisi kesehatan yang mengganggu pemikiran, emosi, hubungan, dan fungsi harian seseorang. Mereka terkait dengan kesulitan dan kapasitas yang berkurang untuk terlibat dalam aktivitas sehari-hari. Gangguan mental bervariasi dalam tingkat keparahan: beberapa cukup ringan dan hanya mengganggu beberapa aspek kehidupan, seperti fobia tertentu. Di ujung lain spektrum terdapat gangguan mental serius, yang mengakibatkan gangguan fungsi utama dan interferensi dengan kehidupan sehari-hari. Ini termasuk gangguan seperti depresi berat, skizofrenia, dan gangguan bipolar, dan mungkin memerlukan perawatan di rumah sakit. Penting untuk mengetahui bahwa gangguan mental adalah kondisi medis yang tidak ada hubungannya dengan karakter, kecerdasan, atau kemauan seseorang. Sama seperti diabetes adalah gangguan pankreas, gangguan mental adalah kondisi medis karena biologi otak. Secara serupa dengan cara mengobati diabetes dengan obat dan insulin, gangguan mental dapat diobati dengan kombinasi obat dan dukungan sosial. Pengobatan ini sangat efektif, dengan 70-90 persen individu yang menerima pengobatan mengalami penurunan gejala dan peningkatan kualitas hidup. Dengan perawatan yang tepat, sangat mungkin bagi seseorang dengan gangguan mental untuk mandiri dan sukses.",,,,,
Siapa yang terkena gangguan mental?,fact-7,"Diperkirakan bahwa gangguan mental memengaruhi 1 dari 5 orang dewasa di Amerika, dan bahwa 1 dari 24 orang dewasa memiliki gangguan mental serius. Gangguan mental tidak memandang diskriminasi; itu dapat memengaruhi siapa pun, tanpa memandang gender, usia, pendapatan, status sosial, etnisitas, agama, orientasi seksual, atau latar belakang. Meskipun gangguan mental dapat memengaruhi siapa pun, kondisi tertentu mungkin lebih umum terjadi pada populasi yang berbeda. Misalnya, gangguan makan cenderung lebih sering terjadi pada perempuan, sementara gangguan seperti gangguan hiperaktivitas atau kurang perhatian lebih umum pada anak-anak. Selain itu, segala usia rentan, tetapi anak-anak dan lansia secara khusus rentan. Gangguan mental biasanya muncul pada individu di puncak kehidupan mereka, dengan 75 persen kondisi kesehatan mental berkembang pada usia 24 tahun. Hal ini membuat identifikasi dan pengobatan gangguan mental menjadi sulit, karena perubahan kepribadian dan perilaku normal pada masa remaja dapat menyembunyikan gejala kondisi kesehatan mental. Orang tua dan pengasuh harus menyadari hal ini dan memperhatikan perubahan dalam suasana hati, kepribadian, kebiasaan pribadi, dan penarikan sosial anak mereka. Ketika ini terjadi pada anak di bawah 18 tahun, disebut sebagai gangguan emosional serius (SED).",,,,,
Apa yang menyebabkan gangguan mental?,fact-7,"Diperkirakan bahwa gangguan mental memengaruhi 1 dari 5 orang dewasa di Amerika, dan bahwa 1 dari 24 orang dewasa memiliki gangguan mental serius. Gangguan mental tidak memandang diskriminasi; itu dapat memengaruhi siapa pun, tanpa memandang gender, usia, pendapatan, status sosial, etnisitas, agama, orientasi seksual, atau latar belakang. Meskipun gangguan mental dapat memengaruhi siapa pun, kondisi tertentu mungkin lebih umum terjadi pada populasi yang berbeda. Misalnya, gangguan makan cenderung lebih sering terjadi pada perempuan, sementara gangguan seperti gangguan hiperaktivitas atau kurang perhatian lebih umum pada anak-anak. Selain itu, segala usia rentan, tetapi anak-anak dan lansia secara khusus rentan. Gangguan mental biasanya muncul pada individu di puncak kehidupan mereka, dengan 75 persen kondisi kesehatan mental berkembang pada usia 24 tahun. Hal ini membuat identifikasi dan pengobatan gangguan mental menjadi sulit, karena perubahan kepribadian dan perilaku normal pada masa remaja dapat menyembunyikan gejala kondisi kesehatan mental. Orang tua dan pengasuh harus menyadari hal ini dan memperhatikan perubahan dalam suasana hati, kepribadian, kebiasaan pribadi, dan penarikan sosial anak mereka. Ketika ini terjadi pada anak di bawah 18 tahun, disebut sebagai gangguan emosional serius (SED).",,,,,
Apa artinya memiliki gangguan mental?,fact-8,"Gangguan mental adalah kondisi kesehatan yang mengganggu pemikiran, emosi, hubungan, dan fungsi harian seseorang. Mereka terkait dengan penderitaan dan kapasitas yang berkurang untuk terlibat dalam aktivitas sehari-hari. Gangguan mental berkisar pada tingkat keparahan: ada yang cukup ringan dan hanya mengganggu beberapa aspek kehidupan, seperti fobia tertentu. Di ujung spektrum lainnya terdapat gangguan mental serius, yang mengakibatkan gangguan fungsi utama dan campur tangan dengan kehidupan sehari-hari. Ini termasuk gangguan seperti depresi berat, skizofrenia, dan gangguan bipolar, dan mungkin memerlukan perawatan di rumah sakit. Penting untuk diketahui bahwa gangguan mental adalah kondisi medis yang tidak ada hubungannya dengan karakter, kecerdasan, atau kemauan seseorang. Sama seperti diabetes adalah gangguan pankreas, gangguan mental adalah kondisi medis yang disebabkan oleh biologi otak. Seperti halnya diabetes diobati dengan obat dan insulin, gangguan mental dapat diobati dengan kombinasi obat dan dukungan sosial. Pengobatan ini sangat efektif, dengan 70-90 persen individu yang menerima pengobatan mengalami penurunan gejala dan peningkatan kualitas hidup. Dengan pengobatan yang tepat, sangat mungkin bagi seseorang dengan gangguan mental untuk mandiri dan berhasil.",,,,,
Siapa yang terkena gangguan mental?,fact-9,"Diperkirakan bahwa gangguan mental memengaruhi 1 dari 5 orang dewasa di Amerika, dan bahwa 1 dari 24 orang dewasa memiliki gangguan mental serius. Gangguan mental tidak diskriminatif; dapat memengaruhi siapa pun, tanpa memandang jenis kelamin, usia, pendapatan, status sosial, etnis, agama, orientasi seksual, atau latar belakang. Meskipun gangguan mental dapat memengaruhi siapa pun, kondisi tertentu mungkin lebih umum terjadi pada populasi yang berbeda. Misalnya, gangguan makan cenderung lebih sering terjadi pada perempuan, sementara gangguan seperti gangguan hiperaktivitas dan kurang perhatian lebih umum pada anak-anak. Selain itu, segala usia rentan, tetapi anak-anak dan lansia lebih rentan. Gangguan mental biasanya menyerang individu pada masa puncak kehidupan mereka, dengan 75 persen kondisi kesehatan mental berkembang pada usia 24 tahun. Hal ini membuat identifikasi dan pengobatan gangguan mental menjadi sulit, karena perubahan kepribadian dan perilaku normal masa remaja dapat menyamarkan gejala kondisi kesehatan mental. Orangtua dan pengasuh harus menyadari hal ini dan memperhatikan perubahan dalam suasana hati, kepribadian, kebiasaan pribadi, dan penarikan diri sosial anak mereka. Ketika ini terjadi pada anak di bawah 18 tahun, disebut sebagai gangguan emosional serius (SED).",,,,,
Apa penyebab gangguan mental?,fact-10,"Diperkirakan bahwa gangguan mental memengaruhi 1 dari 5 orang dewasa di Amerika, dan bahwa 1 dari 24 orang dewasa memiliki gangguan mental serius. Gangguan mental tidak diskriminatif; dapat memengaruhi siapa pun, tanpa memandang jenis kelamin, usia, pendapatan, status sosial, etnis, agama, orientasi seksual, atau latar belakang. Meskipun gangguan mental dapat memengaruhi siapa pun, kondisi tertentu mungkin lebih umum terjadi pada populasi yang berbeda. Misalnya, gangguan makan cenderung lebih sering terjadi pada perempuan, sementara gangguan seperti gangguan hiperaktivitas dan kurang perhatian lebih umum pada anak-anak. Selain itu, segala usia rentan, tetapi anak-anak dan lansia lebih rentan. Gangguan mental biasanya menyerang individu pada masa puncak kehidupan mereka, dengan 75 persen kondisi kesehatan mental berkembang pada usia 24 tahun. Hal ini membuat identifikasi dan pengobatan gangguan mental menjadi sulit, karena perubahan kepribadian dan perilaku normal masa remaja dapat menyamarkan gejala kondisi kesehatan mental. Orangtua dan pengasuh harus menyadari hal ini dan memperhatikan perubahan dalam suasana hati, kepribadian, kebiasaan pribadi, dan penarikan diri sosial anak mereka. Ketika ini terjadi pada anak di bawah 18 tahun, disebut sebagai gangguan emosional serius (SED).",,,,,
Apa beberapa tanda peringatan gangguan mental?,fact-11,"Gejala gangguan kesehatan mental bervariasi tergantung pada jenis dan tingkat keparahan kondisi. Berikut adalah daftar gejala umum yang mungkin menunjukkan gangguan kesehatan mental, terutama ketika beberapa gejala dinyatakan secara bersamaan. Pada orang dewasa: Pemikiran bingung Kesedihan atau iritabilitas yang berlangsung lama Perubahan suasana hati yang ekstrem, dari sangat bahagia hingga sangat sedih atau gelisah Ketakutan, kecemasan, atau kekhawatiran berlebihan Penarikan diri sosial Perubahan dramatis dalam kebiasaan makan atau tidur Perasaan marah yang kuat Delusi atau halusinasi (melihat atau mendengar hal-hal yang sebenarnya tidak ada) Kemampuan yang semakin berkurang untuk mengatasi masalah dan aktivitas sehari-hari Pikiran untuk bunuh diri Menyangkal masalah yang jelas Banyak masalah fisik yang tidak dapat dijelaskan Penggunaan obat-obatan dan/atau alkohol yang disalahgunakan Pada anak-anak dan remaja: Penggunaan obat-obatan dan/atau alkohol yang disalahgunakan Ketidakmampuan mengatasi masalah dan aktivitas sehari-hari Perubahan dalam kebiasaan tidur dan/atau makan Keluhan berlebihan tentang masalah fisik Menantang otoritas, membolos sekolah, mencuri, atau merusak properti Rasa takut yang intens terhadap penambahan berat badan Suasana hati negatif yang berlangsung lama, seringkali disertai dengan nafsu makan yang buruk dan pikiran tentang kematian Ledakan kemarahan yang sering pada anak lebih muda: Perubahan dalam kinerja sekolah Nilai rendah meskipun usaha yang keras Kekhawatiran atau kecemasan berlebihan Hiperaktivitas Mimpi buruk yang persisten Penurunan kedisiplinan dan/atau perilaku agresif Tantrum yang sering terjadi pada anak lebih muda: Perubahan dalam kinerja sekolah Nilai rendah meskipun usaha yang keras Kekhawatiran atau kecemasan berlebihan Hiperaktivitas Mimpi buruk yang persisten Penurunan kedisiplinan dan/atau perilaku agresif",,,,,
Bisakah orang dengan gangguan mental pulih?,fact-12,"Saat pulih dari gangguan mental, identifikasi dan pengobatan dini sangat penting. Berdasarkan sifat penyakit, ada berbagai pengobatan efektif yang tersedia. Untuk setiap jenis pengobatan, penting bahwa orang yang terkena aktif dan sepenuhnya terlibat dalam proses pemulihannya sendiri. Banyak orang dengan gangguan mental yang didiagnosis dan diobati merespons dengan baik, meskipun beberapa mungkin mengalami kembalinya gejala. Bahkan dalam kasus-kasus seperti itu, dengan pemantauan dan manajemen yang hati-hati terhadap gangguan tersebut, masih sangat mungkin untuk menjalani kehidupan yang memuaskan dan produktif.",,,,,
Apa yang harus saya lakukan jika saya kenal seseorang yang tampak memiliki gejala gangguan mental?,fact-13,"Meskipun Pandora tidak dapat menggantikan saran profesional, kami mendorong mereka yang memiliki gejala untuk berbicara dengan teman dan anggota keluarga mereka serta mencari nasihat dari profesional kesehatan mental. Semakin cepat kondisi kesehatan mental diidentifikasi dan diobati, semakin cepat mereka dapat memulai perjalanan menuju pemulihan. Jika Anda mengenal seseorang yang mengalami masalah, jangan asumsikan bahwa masalah tersebut akan terselesaikan dengan sendirinya. Beri tahu mereka bahwa Anda peduli tentang mereka, dan bahwa ada pilihan pengobatan yang dapat membantu mereka sembuh. Berbicaralah dengan profesional kesehatan mental atau konselor jika Anda menganggap teman atau anggota keluarga Anda mengalami gejala gangguan kesehatan mental. Jika orang yang terkena penyakit tahu bahwa Anda mendukung mereka, mereka akan lebih cenderung mencari bantuan.",,,,,
Bagaimana saya bisa menemukan profesional kesehatan mental untuk diri saya atau anak saya?,fact-14,Merasa nyaman dengan profesional yang Anda atau anak Anda bekerja dengannya sangat penting untuk keberhasilan pengobatan. Menemukan profesional yang paling sesuai dengan kebutuhan Anda mungkin memerlukan penelitian. Mulailah dengan mencari penyedia di daerah Anda.,,,,,
Apa pilihan pengobatan yang tersedia?,fact-15,"Sama seperti ada berbagai jenis obat untuk penyakit fisik, ada berbagai pilihan pengobatan untuk individu dengan gangguan mental. Pengobatan bekerja dengan cara yang berbeda-beda untuk setiap orang. Penting untuk menemukan apa yang terbaik untuk Anda atau anak Anda.",,,,,
"Jika saya terlibat dalam pengobatan, apa yang perlu saya ketahui?",fact-16,"Karena memulai pengobatan adalah langkah besar bagi individu dan keluarga, hal ini bisa sangat menakutkan. Penting untuk terlibat dan terlibat dalam proses pengobatan sebanyak mungkin. Beberapa pertanyaan yang perlu Anda jawab termasuk: Apa yang diketahui tentang penyebab penyakit khusus ini? Apakah ada diagnosis lain di mana gejala ini umum? Apakah Anda biasanya melakukan pemeriksaan fisik atau neurologis? Apakah ada tes atau pemeriksaan tambahan yang Anda rekomendasikan pada titik ini? Apakah Anda menyarankan pendapat independen dari psikiater lain pada titik ini? Program pengobatan apa yang paling membantu dengan diagnosis ini? Apakah program ini melibatkan layanan dari spesialis lain? Jika ya, siapa yang bertanggung jawab untuk mengoordinasikan layanan ini? Bagaimana peran keluarga dalam program pengobatan ini? Berapa banyak akses keluarga ke individu yang memberikan pengobatan? Obat-obatan apa yang umumnya digunakan dengan diagnosis ini? Berapa banyak pengalaman Anda dalam merawat individu dengan penyakit ini? Apa yang bisa saya lakukan untuk membantu Anda dalam pengobatan?",,,,,
Apa perbedaan antara profesional kesehatan mental?,fact-17,"Ada banyak jenis profesional kesehatan mental. Berbagai penyedia dan layanan mereka mungkin membingungkan. Setiap orang memiliki tingkat pendidikan, pelatihan, dan mungkin memiliki bidang keahlian yang berbeda. Menemukan profesional yang paling sesuai dengan kebutuhan Anda mungkin memerlukan penelitian.",,,,,
Bagaimana saya bisa menemukan profesional kesehatan mental yang sesuai untuk anak saya atau diri saya sendiri?,fact-18,Merasa nyaman dengan profesional yang Anda atau anak Anda bekerja dengannya sangat penting untuk keberhasilan pengobatan Anda. Menemukan profesional yang paling sesuai dengan kebutuhan Anda mungkin memerlukan penelitian.,,,,,
